VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
5YJXCDE22H,King,SEATTLE,WA,98103,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,36,202571477,POINT (-122.343577 47.672491)
5YJYGDEE8L,King,SEATTLE,WA,98108,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,11,124525950,POINT (-122.31336800000001 47.54411)
5YJYGDEE7L,Snohomish,MILL CREEK,WA,98012,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,44,127280198,POINT (-122.20151499999999 47.843376)
WA1VABGE0K,Snohomish,MILL CREEK,WA,98012,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,44,120486866,POINT (-122.20151499999999 47.843376)
1N4AZ1CP3J,King,SEATTLE,WA,98118,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,37,237806474,POINT (-122.275593 47.54055)
1G1FW6S05J,Snohomish,SNOHOMISH,WA,98290,2018,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,44,151772407,POINT (-122.029605 47.939428)
1N4BZ0CP3G,Snohomish,EVERETT,WA,98204,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,38,114738025,POINT (-122.255648 47.899424)
JTDKARFP1H,King,SEATTLE,WA,98102,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,43,165703576,POINT (-122.321673 47.634289)
WDDVP9AB8E,San Juan,ROCHE HARBOR,WA,98250,2014,MERCEDES-BENZ,B-CLASS ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,41450,40,143119203,POINT (-123.084302 48.544106)
5YJ3E1EB1K,King,WOODINVILLE,WA,98072,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,45,141948460,POINT (-122.132064 47.759381000000005)
5YJ3E1EA6L,King,SEATTLE,WA,98109,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,43,104405892,POINT (-122.346385 47.630685)
5YJ3E1EB3K,King,KENMORE,WA,98028,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,46,477887959,POINT (-122.24619300000002 47.755504)
5YJXCDE22J,Snohomish,BOTHELL,WA,98021,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,1,238152519,POINT (-122.21210499999998 47.792368)
3FA6P0SU4G,King,KENT,WA,98032,2016,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,33900,33,474516437,POINT (-122.26132099999998 47.390601)
5YJSA1E22G,King,SEATTLE,WA,98136,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,34,174981390,POINT (-122.38895500000001 47.537382)
KM8K33AG5L,King,SEATTLE,WA,98107,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,36,122441525,POINT (-122.375438 47.667804)
5YJ3E1EB5K,King,DUVALL,WA,98019,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,45,476836160,POINT (-121.876276 47.735749)
5YJ3E1EA6J,King,SEATTLE,WA,98102,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,43,304528773,POINT (-122.321673 47.634289)
1N4BZ1CP6K,Pierce,PUYALLUP,WA,98371,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,25,122604492,POINT (-122.320103 47.197193)
5UXKT0C51J,Pierce,TACOMA,WA,98406,2018,BMW,X5 XDRIVE40E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,63750,27,313330839,POINT (-122.50257399999998 47.262788)
5YJSA1E29K,King,REDMOND,WA,98053,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,79000,45,133854780,POINT (-122.024951 47.670286)
5YJYGDEE6M,King,MERCER ISLAND,WA,98040,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,135019986,POINT (-122.227947 47.565443)
5YJSA1E26J,King,SEATTLE,WA,98101,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,43,475284099,POINT (-122.334341 47.611423)
KNDCE3LC8K,King,SEATTLE,WA,98144,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,37,315542027,POINT (-122.30033 47.585339)
1N4AZ0CP5F,Pierce,DUPONT,WA,98327,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,28,245006275,POINT (-122.65395300000002 47.094653)
1G1FX6S07H,King,SEATTLE,WA,98177,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,36,285764447,POINT (-122.37015900000002 47.743354)
1N4AZ0CP8F,Spokane,SPOKANE,WA,99216,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,4,114890576,POINT (-117.21431000000001 47.670727)
5YJ3E1EA3L,King,SEATTLE,WA,98121,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36,8728499,POINT (-122.34619000000002 47.615293)
1N4BZ0CP7G,Whatcom,BELLINGHAM,WA,98226,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,42,109876322,POINT (-122.454718 48.801538)
5YJSA1E16G,King,BELLEVUE,WA,98008,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,48,139530779,POINT (-122.117365 47.609515)
5YJ3E1EA5L,King,BELLEVUE,WA,98005,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,41,1875954,POINT (-122.168422 47.614824)
3C3CFFGE3D,Pierce,TACOMA,WA,98406,2013,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,28,149674332,POINT (-122.50257399999998 47.262788)
3FA6P0SU7J,Kitsap,BREMERTON,WA,98312,2018,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33400,35,333477406,POINT (-122.72468200000002 47.57271)
KMHE24L16G,King,NORTH BEND,WA,98045,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,5,258365656,POINT (-121.668459 47.426482)
1N4BZ0CP7H,King,SHORELINE,WA,98155,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,30680,32,184741770,POINT (-122.30332400000002 47.756486)
3FA6P0SU8D,Spokane,MEAD,WA,99021,2013,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38700,7,259328457,POINT (-117.27063300000002 47.806385000000006)
WVWKR7AU2K,Snohomish,EDMONDS,WA,98026,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,21,115526302,POINT (-122.33304600000001 47.829439)
3FA6P0SU8F,Snohomish,EDMONDS,WA,98020,2015,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34800,21,118547327,POINT (-122.370709 47.801416)
1G6RM1E43E,Yakima,MOXEE,WA,98936,2014,CADILLAC,ELR COUPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,75000,15,109403150,POINT (-120.248988 46.562451)
1FADP5EU6H,King,SEATTLE,WA,98104,2017,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,27120,43,219077036,POINT (-122.32861100000001 47.602601)
5YJXCBE2XL,Clark,VANCOUVER,WA,98685,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,18,132189634,POINT (-122.68632900000001 45.713105)
JTDKN3DP8C,King,SEATTLE,WA,98115,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,46,220333613,POINT (-122.297534 47.685291)
WAUTPBFF3G,King,SEATTLE,WA,98119,2016,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,37900,36,476176137,POINT (-122.36772100000002 47.639264)
5YJSA1E24J,Kittitas,ELLENSBURG,WA,98926,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,13,274676202,POINT (-120.43121 47.03041)
5YJSA1E28H,King,SEATTLE,WA,98115,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,46,350145694,POINT (-122.297534 47.685291)
5YJ3E1EA6L,Pierce,BONNEY LAKE,WA,98391,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,31,1879090,POINT (-122.170798 47.184615)
5YJ3E1EA8K,King,REDMOND,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,45,223757145,POINT (-122.122018 47.678465)
1G1RC6S51G,Clark,WASHOUGAL,WA,98671,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33170,18,252881408,POINT (-122.26199299999999 45.622947)
3FA6P0SU6F,Thurston,LACEY,WA,98516,2015,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34800,22,347965159,POINT (-122.78187600000001 47.089772)
5YJSA1H16E,Snohomish,SNOHOMISH,WA,98290,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,44,212427344,POINT (-122.029605 47.939428)
3FA6P0PU4H,King,SEATTLE,WA,98102,2017,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33120,43,125861326,POINT (-122.321673 47.634289)
1G1RA6E49C,Snohomish,SNOHOMISH,WA,98290,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,44,130545992,POINT (-122.029605 47.939428)
WAUMPBFF8G,Snohomish,SULTAN,WA,98294,2016,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,37900,39,107291376,POINT (-121.561247 47.859677000000005)
1N4AZ1CP4K,King,SEATTLE,WA,98118,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,37,475202108,POINT (-122.275593 47.54055)
3FA6P0PU6F,Clark,VANCOUVER,WA,98685,2015,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34800,49,187482368,POINT (-122.68632900000001 45.713105)
YV4BR0CLXK,Pierce,BUCKLEY,WA,98321,2019,VOLVO,XC90 AWD PHEV,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,66300,31,476692380,POINT (-121.91003699999999 47.06488)
5YJSA1S23F,Jefferson,PORT TOWNSEND,WA,98368,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,24,199485338,POINT (-122.81801600000001 48.080229)
3FA6P0PU5D,Snohomish,MUKILTEO,WA,98275,2013,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38700,21,198503518,POINT (-122.30250700000002 47.911921)
5YJXCDE21L,King,FALL CITY,WA,98024,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,5,4873578,POINT (-121.84461600000002 47.592152)
5YJXCBE40G,Pierce,UNIVERSITY PLACE,WA,98466,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,28,101198415,POINT (-122.53523700000001 47.227719)
JTDKN3DP8C,Pierce,TACOMA,WA,98422,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,27,209447542,POINT (-122.39628600000002 47.293138)
5YJ3E1EB2K,King,REDMOND,WA,98053,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,45,157323365,POINT (-122.024951 47.670286)
5YJYGDEE1L,King,SEATTLE,WA,98126,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,34,109897266,POINT (-122.37486399999999 47.548552)
WA1VAAGE3K,King,SEATTLE,WA,98105,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,46,192268688,POINT (-122.298657 47.663771)
1N4AZ0CPXF,King,SEATTLE,WA,98115,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,46,177155219,POINT (-122.297534 47.685291)
5YJXCBE23L,Pierce,BUCKLEY,WA,98321,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,31,3046732,POINT (-121.91003699999999 47.06488)
5YJ3E1EB8L,King,LAKE FOREST PARK,WA,98155,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,46,104527426,POINT (-122.30332400000002 47.756486)
5YJ3E1EB3J,Snohomish,MONROE,WA,98272,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,39,475487617,POINT (-121.92791 47.853585)
5YJ3E1EB3K,King,SEATTLE,WA,98109,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,36,133546556,POINT (-122.346385 47.630685)
5YJ3E1EB9K,King,SEATTLE,WA,98115,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,46,255079646,POINT (-122.297534 47.685291)
5YJ3E1EB8L,King,SAMMAMISH,WA,98074,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,4761907,POINT (-122.04272399999999 47.623594)
5YJXCBE23J,King,SEATTLE,WA,98112,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,43,347377852,POINT (-122.296466 47.631708)
5YJXCBE23J,King,SEATTLE,WA,98105,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,46,474044511,POINT (-122.298657 47.663771)
JTDKN3DP4E,King,REDMOND,WA,98052,2014,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,29990,48,128575142,POINT (-122.122018 47.678465)
5YJSA1E41H,Snohomish,STANWOOD,WA,98292,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,10,196463298,POINT (-122.308752 48.21817)
WP0AD2A73F,Snohomish,LAKE STEVENS,WA,98258,2015,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,99000,44,117055928,POINT (-122.085999 48.016305)
1FADP5EU3H,San Juan,FRIDAY HARBOR,WA,98250,2017,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,27120,40,132501932,POINT (-123.084302 48.544106)
1N4BZ0CP1H,Snohomish,LAKE STEVENS,WA,98258,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,30680,44,349287655,POINT (-122.085999 48.016305)
5YJ3E1EB7J,King,KENT,WA,98032,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,33,475670359,POINT (-122.26132099999998 47.390601)
1G1RH6E47E,Pierce,GIG HARBOR,WA,98335,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,26,140842033,POINT (-122.612932 47.300296)
5YJXCAE24L,King,REDMOND,WA,98052,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,48,4702750,POINT (-122.122018 47.678465)
1G1RA6S51J,King,BELLEVUE,WA,98008,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,34095,48,199258342,POINT (-122.117365 47.609515)
1G1FX6S07J,King,SEATTLE,WA,98118,2018,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,37,141912956,POINT (-122.275593 47.54055)
1FADP5CU0D,Pierce,GIG HARBOR,WA,98335,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,26,215733885,POINT (-122.612932 47.300296)
5YJ3E1EA0J,Spokane,SPOKANE,WA,99201,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,3,333929221,POINT (-117.43332400000001 47.662261)
1G1RA6S50H,Kitsap,BAINBRIDGE ISLAND,WA,98110,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,23,108123270,POINT (-122.534497 47.643688)
1N4AZ0CP5F,San Juan,EASTSOUND,WA,98245,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,40,116005018,POINT (-122.924946 48.657249)
KNDJP3AE9H,King,BELLEVUE,WA,98004,2017,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,48,197116321,POINT (-122.20316899999999 47.619011)
1N4BZ0CP6H,Snohomish,EDMONDS,WA,98020,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,30680,21,478302667,POINT (-122.370709 47.801416)
3C3CFFGE2E,King,BELLEVUE,WA,98005,2014,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,41,254238407,POINT (-122.168422 47.614824)
5YJ3E1EB7J,Whatcom,BELLINGHAM,WA,98225,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,40,475747604,POINT (-122.493388 48.74995)
WBY1Z4C51E,King,DUVALL,WA,98019,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,45,146904593,POINT (-121.876276 47.735749)
3FA6P0SU4E,Snohomish,EVERETT,WA,98208,2014,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34700,21,221012382,POINT (-122.19615 47.894423)
KMHE34L14G,Kitsap,SILVERDALE,WA,98383,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,23,141195785,POINT (-122.70405600000001 47.66424000000001)
5YJSA1H21E,King,REDMOND,WA,98052,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48,349919783,POINT (-122.122018 47.678465)
1N4AZ0CP4E,Benton,RICHLAND,WA,99354,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,8,161399570,POINT (-119.294913 46.328447)
1N4AZ0CP4D,Clark,CAMAS,WA,98607,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,18,173730861,POINT (-122.40849800000001 45.620943)
5YJXCDE27J,King,MERCER ISLAND,WA,98040,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,41,475712226,POINT (-122.227947 47.565443)
1G1RD6E45C,Snohomish,LAKE STEVENS,WA,98258,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,44,122793310,POINT (-122.085999 48.016305)
5YJXCBE23L,Grant,MOSES LAKE,WA,98837,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,13,3214494,POINT (-119.280576 47.149471)
5YJ3E1EA8J,Skagit,ANACORTES,WA,98221,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,40,324274471,POINT (-122.62841800000001 48.487079)
WMZYU7C55K,King,KIRKLAND,WA,98033,2019,MINI,COOPER SE COUNTRYMAN ALL4,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,45,475061632,POINT (-122.188994 47.678406)
5YJSA1CGXD,King,SEATTLE,WA,98107,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,43,205259589,POINT (-122.375438 47.667804)
1G1RA6E48E,King,SEATTLE,WA,98118,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,37,214722119,POINT (-122.275593 47.54055)
1N4AZ0CP9F,Pierce,LAKEWOOD,WA,98498,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,28,152239475,POINT (-122.55645 47.162344)
JTDKARFP4H,Clark,CAMAS,WA,98607,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,18,264846970,POINT (-122.40849800000001 45.620943)
KNAGV4LD8H,Snohomish,MILL CREEK,WA,98012,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35210,44,241942410,POINT (-122.20151499999999 47.843376)
WMEEJ9AA7E,Snohomish,MARYSVILLE,WA,98271,2014,SMART,SMART FORTWO ELECTRIC DRIVE COUPE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,25000,38,173345112,POINT (-122.22111400000001 48.097872)
5YJ3E1EA3L,Thurston,TENINO,WA,98589,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,20,108052220,POINT (-122.842388 46.855401)
5YJSA1CN0D,King,SEATTLE,WA,98102,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,43,350470550,POINT (-122.321673 47.634289)
KMHE24L16G,Snohomish,MARYSVILLE,WA,98270,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,44,128169618,POINT (-122.14805699999998 48.060301)
KNAGV4LD3H,King,ISSAQUAH,WA,98029,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35210,5,6227616,POINT (-122.014191 47.559121)
JTDKN3DP4C,Pierce,PUYALLUP,WA,98374,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,25,230772209,POINT (-122.26536800000001 47.133331)
5YJSA1E22H,Thurston,OLYMPIA,WA,98501,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,22,105283265,POINT (-122.87404199999999 46.998873)
1N4AZ1CP0J,King,SHORELINE,WA,98177,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,32,475211530,POINT (-122.37015900000002 47.743354)
WVWPP7AU7F,Clark,VANCOUVER,WA,98686,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,33450,17,161274193,POINT (-122.62873500000002 45.715902)
5YJ3E1EA6L,Cowlitz,LONGVIEW,WA,98632,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,19,116559166,POINT (-123.01174600000002 46.173162)
